ID,AmountRain,StrongWindDir,StrongWindSpeed,MorningWindDir,AfternoonWindDir,AfternoonWindSpeed,MorningHumidity,AfternoonHumidity,MorningTemp,AfternoonTemp,DidRainToday,DaysSinceNewYear,TomorrowRainForecast
4033,0.0,SE,28.0,S,SE,17.0,70.0,53.0,18.4,24.1,No,363,0
175,4.2,E,19.0,E,SSE,6.0,97.0,74.0,13.6,17.4,Yes,145,0
5053,0.0,ENE,28.0,SW,NE,13.0,74.0,59.0,19.4,22.9,No,361,0
974,,W,33.0,ESE,WSW,15.0,83.0,42.0,9.4,20.6,,256,0
6177,0.0,NW,31.0,NNE,NW,17.0,34.0,15.0,15.5,22.5,No,238,0
3766,0.2,SSE,37.0,S,SSE,22.0,72.0,60.0,16.6,20.4,No,63,0
567,0.0,N,20.0,ENE,N,13.0,71.0,57.0,6.5,9.1,No,179,0
2157,0.0,NE,50.0,SSE,SE,17.0,76.0,53.0,20.8,26.8,No,48,1
1581,2.4,E,20.0,ENE,SE,6.0,100.0,85.0,11.2,14.5,Yes,196,1
5150,9.0,SW,24.0,WSW,SSE,13.0,73.0,45.0,19.2,25.0,Yes,94,0
3732,0.0,ENE,30.0,,N,11.0,70.0,26.0,20.0,34.6,No,29,0
2768,0.0,WSW,46.0,SE,NNE,15.0,75.0,48.0,13.3,22.9,No,294,0
5244,0.0,SW,19.0,SW,ENE,6.0,100.0,62.0,8.2,14.9,No,188,0
1783,1.2,SE,48.0,SSE,SSE,24.0,25.0,24.0,22.3,30.3,Yes,34,0
1343,0.0,NNW,33.0,SW,SE,13.0,85.0,68.0,11.2,15.4,No,261,1
3349,0.0,WNW,56.0,NNW,NNE,22.0,65.0,33.0,22.2,29.9,No,343,0
4351,0.4,ENE,19.0,NNW,E,7.0,84.0,46.0,17.9,26.8,No,319,0
6880,0.0,NE,41.0,NE,NNE,19.0,50.0,23.0,15.4,25.9,No,245,0
1673,0.0,WNW,69.0,WNW,WNW,46.0,62.0,43.0,13.9,14.8,No,289,0
3570,0.0,SW,28.0,,NE,13.0,54.0,27.0,10.4,16.7,No,228,0
6671,0.0,WSW,35.0,SSE,W,20.0,46.0,8.0,23.8,33.2,No,3,0
5817,0.0,SE,31.0,SSE,E,15.0,84.0,63.0,23.0,27.7,No,54,1
2916,,SE,39.0,SE,SSE,24.0,64.0,60.0,20.3,21.9,,81,0
6817,0.0,ENE,39.0,ENE,E,15.0,58.0,43.0,13.8,18.4,No,179,0
2999,0.2,SE,17.0,,SE,11.0,100.0,69.0,5.6,15.0,No,164,0
677,0.0,W,39.0,NW,WNW,20.0,74.0,50.0,12.5,17.1,No,290,0
3091,0.0,N,35.0,NW,N,17.0,98.0,44.0,17.1,26.3,No,80,0
4591,0.0,ENE,33.0,SW,ENE,11.0,61.0,52.0,12.8,17.2,No,255,1
5570,9.8,ENE,48.0,E,NE,26.0,100.0,86.0,14.7,18.1,Yes,155,1
2915,0.0,SE,24.0,SSE,SSE,15.0,62.0,30.0,20.2,33.1,No,77,0
4900,4.0,W,59.0,NNE,WNW,6.0,100.0,58.0,10.6,17.6,Yes,206,1
891,0.0,NW,20.0,,NNE,7.0,99.0,92.0,7.6,11.4,No,169,1
154,0.0,ESE,15.0,,SE,7.0,71.0,47.0,10.3,18.4,No,124,0
6531,0.0,ENE,26.0,ESE,ENE,11.0,66.0,39.0,8.3,14.5,No,228,0
1231,0.0,W,15.0,,W,9.0,92.0,56.0,7.3,16.4,No,149,0
1177,0.0,ESE,19.0,E,SSW,7.0,78.0,51.0,19.6,27.8,No,95,0
4392,0.0,ENE,46.0,ENE,ENE,20.0,75.0,54.0,25.5,30.6,No,25,1
3258,0.0,W,76.0,W,ENE,11.0,92.0,53.0,11.5,20.4,No,249,1
1250,0.0,W,26.0,NW,NNW,13.0,93.0,89.0,8.8,10.2,No,168,0
1395,0.0,SSE,30.0,SSE,SE,17.0,52.0,27.0,14.5,20.9,No,314,0
2086,0.0,SW,31.0,ESE,S,7.0,67.0,32.0,21.1,30.4,No,342,0
4245,0.0,SW,37.0,SW,SW,17.0,61.0,37.0,10.0,15.2,No,211,0
5449,2.8,S,54.0,SW,SSE,28.0,85.0,57.0,19.6,24.1,Yes,34,0
5407,0.0,E,33.0,SE,ESE,15.0,64.0,44.0,22.7,24.5,No,357,0
4038,0.0,SSE,63.0,,SW,15.0,73.0,33.0,24.3,33.0,No,3,0
4518,30.2,S,19.0,SW,SW,11.0,100.0,100.0,11.7,12.8,Yes,179,1
2383,0.0,SSW,20.0,E,SW,9.0,65.0,37.0,14.9,24.5,No,274,0
34,0.0,WNW,41.0,ENE,NW,26.0,41.0,9.0,22.4,34.4,No,4,0
6819,0.0,ENE,28.0,E,NNE,6.0,73.0,35.0,9.6,17.9,No,181,0
482,0.0,SE,17.0,SSE,ENE,9.0,76.0,38.0,15.5,24.6,No,94,0
6492,0.0,E,31.0,ESE,E,17.0,80.0,42.0,9.4,17.7,No,189,0
6321,0.0,SSW,50.0,S,SSW,20.0,29.0,12.0,18.1,26.5,No,18,0
3165,0.2,ENE,15.0,,ENE,9.0,99.0,80.0,11.3,17.0,No,154,0
3093,0.0,N,33.0,SW,NNE,19.0,97.0,35.0,19.8,32.0,No,82,0
6670,0.0,W,50.0,E,SSW,22.0,46.0,26.0,29.2,34.7,No,2,0
1604,8.2,ENE,37.0,WSW,E,6.0,81.0,55.0,8.4,13.8,Yes,219,0
5233,0.0,SW,13.0,SW,ENE,6.0,100.0,52.0,7.0,17.9,No,177,0
3708,0.0,SSW,39.0,S,SSE,20.0,72.0,55.0,20.5,25.8,No,5,0
6522,0.0,N,26.0,NE,NNW,9.0,65.0,32.0,9.3,15.2,No,219,0
4476,0.0,WSW,33.0,WSW,SW,17.0,52.0,38.0,13.9,17.9,No,137,0
2142,0.0,WSW,33.0,ESE,W,11.0,54.0,36.0,20.2,28.2,No,33,0
5173,0.0,SE,22.0,SW,SSW,6.0,70.0,44.0,13.8,20.0,No,117,0
3997,14.0,SE,28.0,SSW,ESE,11.0,84.0,88.0,16.2,15.9,Yes,327,1
6215,0.0,SW,33.0,SSW,SW,15.0,54.0,28.0,16.2,21.9,No,277,0
2101,0.4,WSW,57.0,ENE,WSW,22.0,66.0,30.0,25.1,31.5,No,357,0
2827,0.0,NE,37.0,E,NW,13.0,52.0,27.0,19.6,27.5,No,353,0
921,1.8,WSW,13.0,NW,,0.0,99.0,66.0,3.4,14.0,Yes,199,0
4385,0.8,SE,26.0,ESE,SE,11.0,63.0,81.0,23.4,19.6,No,18,0
4130,0.0,NNE,28.0,N,NE,13.0,75.0,49.0,21.7,25.4,No,96,0
2489,0.0,N,35.0,SSE,S,9.0,45.0,19.0,17.8,27.3,No,15,0
6750,0.0,SW,44.0,WSW,WSW,22.0,75.0,43.0,16.5,21.9,No,82,0
5514,0.4,E,24.0,WSW,NE,9.0,74.0,50.0,19.6,25.5,No,99,0
5704,0.0,N,41.0,NNE,NNW,24.0,55.0,26.0,18.6,30.0,No,289,0
5350,19.0,SW,28.0,SW,ESE,9.0,67.0,54.0,16.3,19.8,Yes,295,0
3845,0.0,W,52.0,SE,WSW,19.0,64.0,42.0,10.4,14.6,No,172,0
3147,0.0,ESE,24.0,,SSE,13.0,80.0,37.0,10.6,19.5,No,136,0
451,0.0,,,SE,S,11.0,70.0,35.0,20.1,28.6,No,62,0
6738,2.6,ENE,33.0,NE,NNE,13.0,64.0,37.0,24.1,31.4,Yes,70,1
2098,0.0,NE,28.0,ESE,WSW,19.0,55.0,23.0,22.9,31.4,No,354,0
1448,0.0,ESE,41.0,SE,SSE,24.0,46.0,28.0,18.9,27.4,No,60,0
1370,0.0,W,35.0,SE,NE,11.0,87.0,77.0,12.4,16.3,No,289,1
6938,0.0,S,31.0,SSE,S,15.0,53.0,17.0,16.1,25.8,No,303,0
5159,0.0,NNE,24.0,NNW,NE,7.0,74.0,48.0,16.9,22.8,No,103,0
944,2.8,SSE,37.0,SE,SE,22.0,84.0,50.0,7.4,16.7,Yes,222,0
1228,6.0,WNW,35.0,WNW,WNW,13.0,95.0,79.0,7.9,12.2,Yes,146,0
6931,0.0,WSW,57.0,N,NW,20.0,34.0,13.0,26.0,35.0,No,296,1
2199,0.0,N,33.0,,NNE,17.0,61.0,35.0,15.1,27.4,No,90,0
1531,0.0,SE,17.0,NNE,SE,9.0,100.0,53.0,5.3,15.7,No,146,0
2493,0.0,NE,39.0,NNW,SE,7.0,23.0,24.0,30.2,31.5,No,19,0
4784,0.0,SE,15.0,SSE,SSE,6.0,97.0,96.0,19.8,21.9,No,84,1
6125,0.0,S,22.0,S,S,7.0,77.0,50.0,7.1,12.4,No,186,0
5067,13.8,SSE,39.0,S,SSE,20.0,86.0,68.0,20.3,23.9,Yes,11,0
3884,0.0,WSW,11.0,NNE,NNE,6.0,100.0,43.0,7.7,18.6,No,211,0
456,6.2,NW,46.0,WNW,WNW,17.0,90.0,67.0,16.3,19.0,Yes,67,0
5971,0.0,S,57.0,NNE,NNE,9.0,32.0,20.0,32.0,38.5,No,32,0
965,0.0,S,15.0,E,S,4.0,82.0,42.0,9.3,17.9,No,243,0
4840,0.0,SSW,22.0,NNW,S,7.0,74.0,53.0,16.4,21.9,No,143,0
3631,0.0,E,30.0,NNW,ENE,13.0,67.0,45.0,16.0,22.2,No,292,0
4483,0.8,W,22.0,SSW,SW,13.0,76.0,42.0,13.6,19.5,No,144,0
5210,0.0,NNE,19.0,WSW,NE,11.0,100.0,52.0,6.1,16.1,No,154,1
3496,7.6,SSW,46.0,SW,SSW,22.0,97.0,94.0,14.3,14.9,Yes,150,1
2478,6.8,ENE,31.0,SE,SSE,9.0,92.0,63.0,17.2,22.2,Yes,4,0
416,0.0,WSW,43.0,WNW,W,19.0,43.0,9.0,25.0,34.6,No,22,0
526,0.0,W,28.0,,NW,7.0,86.0,39.0,6.6,18.4,No,138,0
5916,0.0,S,26.0,WSW,SW,15.0,64.0,61.0,13.2,16.9,No,153,0
1186,0.0,SE,15.0,,SE,9.0,82.0,63.0,11.8,19.6,No,104,0
725,0.0,SSE,28.0,SSE,SE,13.0,63.0,31.0,23.1,30.7,No,338,0
2143,0.0,SE,37.0,SSE,ESE,13.0,42.0,34.0,20.4,27.3,No,34,0
566,0.0,NNW,52.0,SE,WSW,9.0,99.0,70.0,2.3,8.2,No,178,0
6725,0.0,WNW,31.0,NE,N,7.0,25.0,17.0,29.9,37.2,No,57,0
952,0.8,SE,28.0,SSE,SE,19.0,88.0,49.0,8.2,19.1,No,230,0
449,,SSE,28.0,SE,ESE,15.0,58.0,23.0,16.6,26.5,,60,0
950,5.6,NE,44.0,SE,NE,28.0,95.0,91.0,10.4,11.8,Yes,228,1
834,8.0,WNW,44.0,NNW,WNW,19.0,90.0,64.0,15.7,20.7,Yes,82,0
2530,0.2,WNW,33.0,,W,19.0,51.0,19.0,21.5,29.9,No,56,0
3451,0.2,ESE,22.0,SW,ESE,15.0,65.0,63.0,20.3,20.7,No,94,0
1652,0.2,WNW,31.0,E,NW,13.0,68.0,44.0,18.0,23.7,No,267,0
3309,0.0,E,35.0,NE,ESE,20.0,72.0,53.0,21.6,24.4,No,303,0
2686,2.2,N,22.0,E,NE,9.0,93.0,76.0,9.7,13.7,Yes,212,1
6088,0.0,ESE,37.0,ESE,ESE,15.0,74.0,52.0,11.7,16.9,No,149,0
4962,5.0,ENE,26.0,SW,NNE,11.0,69.0,50.0,16.9,20.4,Yes,268,0
2965,0.0,WSW,15.0,,NW,6.0,100.0,48.0,7.9,19.7,No,130,0
4894,0.0,SW,31.0,SW,SE,6.0,60.0,49.0,12.4,16.1,No,200,0
2581,0.0,NE,30.0,,SE,15.0,68.0,39.0,17.1,25.1,No,107,1
6689,5.0,ESE,50.0,NE,W,6.0,54.0,21.0,26.1,35.9,Yes,21,1
1349,0.0,W,43.0,W,W,26.0,74.0,44.0,11.0,14.7,No,267,0
3162,0.4,SSE,15.0,WSW,,0.0,91.0,71.0,11.7,15.7,No,151,0
6513,0.6,NNW,35.0,NW,ENE,7.0,96.0,99.0,13.7,14.6,No,210,1
5378,0.0,N,39.0,W,NNE,20.0,64.0,23.0,22.1,33.7,No,328,0
2010,0.0,SSE,26.0,SSE,SSE,9.0,67.0,47.0,11.5,18.1,No,262,0
998,0.0,WSW,33.0,SE,W,24.0,79.0,50.0,13.5,21.3,No,280,0
4162,0.0,SW,13.0,ENE,S,2.0,87.0,41.0,12.1,22.4,No,128,0
751,0.0,N,46.0,ESE,N,9.0,55.0,22.0,23.3,36.7,No,364,0
1426,0.0,NNW,37.0,SE,NNW,19.0,48.0,12.0,23.0,36.4,No,10,0
4152,0.0,NE,19.0,NE,NNE,11.0,97.0,59.0,15.1,22.5,No,118,0
4859,0.0,WSW,56.0,NNW,WSW,30.0,83.0,51.0,10.9,16.8,No,165,0
3290,0.8,E,35.0,SSW,SE,19.0,64.0,55.0,13.8,16.8,No,282,0
2173,0.0,WNW,43.0,WSW,WNW,7.0,55.0,49.0,14.7,20.0,No,64,0
1027,5.4,E,30.0,ENE,E,17.0,83.0,47.0,21.4,27.5,Yes,310,0
1815,0.0,NE,61.0,,NNW,15.0,59.0,25.0,20.5,31.7,No,66,0
3128,0.0,W,54.0,WNW,WSW,31.0,57.0,38.0,17.3,18.9,No,117,0
560,0.0,SE,15.0,,SE,7.0,94.0,61.0,6.1,14.7,No,172,0
4846,0.0,WSW,17.0,SW,ESE,9.0,73.0,65.0,15.6,18.9,No,149,0
6188,0.0,SW,41.0,WSW,SW,20.0,71.0,36.0,12.5,16.9,No,250,0
2236,0.0,W,28.0,NNW,NW,11.0,74.0,62.0,10.1,13.0,No,127,0
5655,0.0,SW,31.0,N,SSW,15.0,70.0,46.0,11.2,16.2,No,240,0
3203,0.0,WNW,35.0,NNE,W,19.0,69.0,43.0,11.8,15.6,No,194,0
5850,0.0,SSW,13.0,E,N,2.0,,,21.4,30.9,No,87,0
3960,0.0,WSW,37.0,WSW,SW,19.0,49.0,28.0,19.8,25.6,No,288,0
6012,0.0,S,39.0,SSE,SW,13.0,47.0,25.0,17.1,23.3,No,73,0
6079,7.8,ESE,52.0,ESE,ESE,28.0,64.0,49.0,15.4,19.5,Yes,140,0
4957,0.0,E,30.0,SSW,N,7.0,66.0,42.0,14.4,20.3,No,263,0
2231,0.0,W,22.0,N,W,13.0,85.0,37.0,13.5,23.2,No,122,0
4562,0.0,SW,39.0,W,NNE,9.0,34.0,29.0,15.6,20.1,No,224,0
4366,0.2,WSW,28.0,NE,NNE,15.0,73.0,36.0,25.1,35.9,No,334,0
2541,0.0,NE,30.0,ESE,NNW,11.0,56.0,14.0,25.6,37.0,No,67,0
435,0.0,NE,24.0,E,NE,11.0,82.0,59.0,21.2,26.6,No,43,0
4782,0.2,W,37.0,S,WSW,15.0,76.0,93.0,19.9,16.9,No,82,1
2174,0.0,W,30.0,SE,NW,15.0,74.0,48.0,15.0,22.3,No,65,0
4848,1.2,W,31.0,WNW,W,11.0,100.0,92.0,14.3,12.9,Yes,151,1
993,0.8,WSW,22.0,SSE,E,9.0,67.0,40.0,9.4,17.5,No,275,0
4292,0.0,S,31.0,SSW,ESE,17.0,68.0,60.0,16.0,19.0,No,260,0
293,8.4,NNE,50.0,NNW,N,13.0,77.0,55.0,15.5,19.2,Yes,264,1
1952,0.0,E,20.0,,SE,11.0,96.0,79.0,5.5,11.6,No,204,1
267,3.6,NW,43.0,NNW,NW,30.0,83.0,56.0,6.9,13.6,Yes,237,0
5622,0.0,WNW,39.0,S,WNW,20.0,63.0,34.0,13.4,18.3,No,207,0
3440,0.0,NE,31.0,,NE,17.0,78.0,50.0,19.9,27.4,No,83,0
5889,0.0,W,33.0,WSW,SSW,11.0,54.0,27.0,16.6,19.8,No,126,0
673,19.0,W,24.0,NNW,W,6.0,92.0,69.0,14.0,18.0,Yes,286,1
4800,12.0,S,22.0,N,S,15.0,88.0,66.0,21.1,24.0,Yes,100,1
5786,0.0,NW,57.0,WNW,WNW,11.0,37.0,45.0,34.2,34.0,No,23,1
2946,17.2,ENE,19.0,E,SSE,13.0,100.0,77.0,15.6,19.0,Yes,111,0
2171,0.0,WNW,37.0,SE,W,22.0,51.0,13.0,17.6,29.3,No,62,0
2661,7.6,WSW,43.0,W,WSW,20.0,80.0,60.0,10.6,15.0,Yes,187,0
2891,0.0,N,39.0,SE,N,19.0,60.0,14.0,17.2,32.7,No,52,0
1107,0.0,E,28.0,SE,WSW,7.0,38.0,24.0,24.4,34.9,No,25,0
2953,0.0,W,24.0,E,WNW,9.0,100.0,64.0,10.0,19.0,No,118,0
2154,10.6,SW,24.0,SE,S,9.0,86.0,43.0,20.2,29.7,Yes,45,0
1878,2.6,NNE,22.0,NE,NNE,13.0,99.0,97.0,11.6,13.4,Yes,129,1
2540,0.2,NNE,24.0,ESE,S,9.0,56.0,22.0,24.8,36.5,No,66,0
6404,0.0,SW,30.0,S,SSW,13.0,62.0,33.0,12.9,18.1,No,101,0
3645,0.0,ESE,39.0,W,SSW,15.0,72.0,40.0,17.6,23.8,No,306,1
6906,19.4,W,59.0,W,W,24.0,56.0,51.0,12.7,14.4,Yes,271,1
3658,25.4,NE,39.0,ENE,NE,22.0,81.0,64.0,20.3,24.1,Yes,319,0
656,0.0,WNW,43.0,NW,WNW,22.0,83.0,50.0,11.9,19.0,No,269,0
133,0.0,WNW,30.0,,W,15.0,68.0,39.0,16.2,24.6,No,103,0
3945,0.0,SSW,30.0,NNW,N,13.0,65.0,54.0,14.5,15.8,No,273,1
369,0.0,W,39.0,ENE,NW,28.0,47.0,19.0,21.2,30.6,No,340,0
2434,0.0,NNE,30.0,NE,WNW,11.0,58.0,31.0,19.1,27.2,No,325,0
4637,0.0,S,59.0,N,S,31.0,74.0,54.0,18.5,19.9,No,301,0
3355,0.0,N,57.0,ENE,N,41.0,63.0,18.0,26.9,40.3,No,350,1
5370,1.0,SW,31.0,,SW,22.0,96.0,80.0,18.8,19.7,No,315,1
5030,3.2,WNW,59.0,N,ENE,15.0,85.0,43.0,21.2,30.5,Yes,338,1
3537,0.6,W,57.0,NW,WNW,30.0,53.0,38.0,13.7,15.9,No,194,0
4619,0.0,SSE,31.0,ESE,NE,13.0,69.0,35.0,19.8,24.8,No,283,0
4668,0.0,SSE,35.0,E,SSE,13.0,75.0,74.0,20.1,17.1,No,332,0
3144,0.0,SW,46.0,N,W,24.0,73.0,36.0,12.7,19.3,No,133,0
1275,0.0,NNE,28.0,,SE,11.0,100.0,90.0,7.1,11.4,No,193,1
2750,12.4,NW,59.0,NW,NW,35.0,76.0,59.0,11.8,13.9,Yes,276,1
6705,0.0,SSE,35.0,S,S,9.0,49.0,48.0,17.3,24.1,No,37,0
519,0.0,W,28.0,ESE,W,13.0,81.0,48.0,6.0,13.8,No,131,0
2384,0.0,ESE,26.0,SE,NW,11.0,71.0,35.0,16.3,26.6,No,275,0
1670,2.2,WNW,44.0,WNW,WSW,24.0,77.0,49.0,8.1,13.7,Yes,286,0
3359,0.0,NE,37.0,NNE,E,24.0,61.0,53.0,22.5,27.5,No,354,0
3809,0.0,ESE,20.0,SW,NE,4.0,77.0,43.0,10.3,19.4,No,136,0
5061,14.2,E,24.0,WSW,NNW,6.0,85.0,62.0,20.5,26.7,Yes,4,0
181,1.2,SE,13.0,,,0.0,88.0,75.0,9.2,14.0,Yes,151,1
5870,0.0,ESE,22.0,ESE,E,6.0,81.0,52.0,18.5,24.5,No,107,0
3637,0.0,NNE,28.0,,NNE,17.0,80.0,39.0,16.2,25.3,No,298,0
2180,0.0,SE,57.0,SSE,S,11.0,49.0,33.0,16.9,26.3,No,71,0
4821,0.0,NW,35.0,N,W,15.0,79.0,42.0,15.3,18.8,No,121,1
1887,0.0,W,33.0,,SSE,13.0,95.0,68.0,11.3,19.1,No,138,1
3166,0.0,WSW,26.0,WSW,WSW,13.0,99.0,50.0,13.8,18.6,No,155,0
6349,0.0,SSW,30.0,SSE,SSW,9.0,66.0,35.0,22.8,29.0,No,46,0
2418,4.2,WSW,39.0,W,W,17.0,90.0,59.0,18.2,24.4,Yes,309,1
6009,0.0,NNE,48.0,ENE,N,20.0,54.0,35.0,23.9,31.2,No,70,1
6672,0.0,WSW,39.0,SSE,SSW,17.0,20.0,10.0,23.7,29.0,No,4,0
261,0.0,N,22.0,ESE,N,13.0,78.0,51.0,11.1,17.3,No,231,0
614,10.2,W,56.0,N,W,24.0,94.0,65.0,7.7,11.3,Yes,227,1
910,0.0,WNW,28.0,,W,15.0,93.0,64.0,4.3,8.0,No,188,1
1736,0.0,NNW,37.0,N,NNW,11.0,34.0,17.0,29.9,39.2,No,352,0
6037,0.0,WNW,43.0,ENE,ENE,15.0,45.0,32.0,20.1,26.7,No,98,1
5255,0.0,SW,24.0,SW,ESE,7.0,78.0,62.0,10.3,14.1,No,199,0
4029,0.0,W,30.0,WNW,NNE,9.0,78.0,63.0,21.9,26.7,No,359,0
6034,0.0,SSW,43.0,SSE,S,15.0,53.0,23.0,16.4,22.2,No,95,0
6112,0.2,N,33.0,NE,N,17.0,84.0,32.0,12.1,21.8,No,173,0
4599,0.0,WSW,28.0,SW,ESE,11.0,53.0,35.0,16.5,21.3,No,263,0
3745,0.2,S,37.0,S,SSE,11.0,81.0,71.0,22.4,21.5,No,42,1
1499,7.0,WNW,26.0,NNW,W,11.0,90.0,79.0,11.7,14.2,Yes,111,1
6017,0.0,E,39.0,ESE,WSW,6.0,29.0,9.0,23.8,32.7,No,78,0
2605,2.2,WNW,43.0,WNW,WNW,24.0,82.0,63.0,11.0,14.5,Yes,131,1
5983,26.0,ESE,54.0,ESE,ESE,19.0,81.0,93.0,17.1,17.0,Yes,44,1
3356,4.2,SW,54.0,NNE,ESE,9.0,88.0,95.0,19.1,16.6,Yes,351,1
520,0.0,W,30.0,,W,20.0,79.0,55.0,6.4,16.9,No,132,0
6772,0.0,SE,26.0,S,S,11.0,62.0,33.0,8.7,15.6,No,134,0
6556,0.2,SW,26.0,SSW,S,7.0,61.0,45.0,13.7,18.4,No,253,0
1032,0.0,W,33.0,ENE,WSW,19.0,65.0,32.0,18.8,26.7,No,315,0
818,0.0,NE,30.0,E,NNE,17.0,71.0,34.0,16.8,28.0,No,66,0
4487,0.8,N,13.0,NNW,NNE,2.0,100.0,83.0,10.4,16.8,No,148,0
6616,1.0,NNE,39.0,NNW,W,9.0,60.0,36.0,24.8,31.0,No,313,0
3693,0.0,WSW,46.0,WNW,W,20.0,46.0,34.0,19.2,25.5,No,354,0
3189,0.0,NNE,35.0,,NNE,11.0,99.0,67.0,8.4,17.4,No,180,0
5468,0.0,N,24.0,ESE,N,13.0,87.0,33.0,22.4,31.7,No,53,0
6553,0.0,ENE,28.0,ENE,NNW,7.0,51.0,37.0,13.0,18.0,No,250,0
2939,0.0,WNW,33.0,E,W,9.0,77.0,44.0,13.3,20.7,No,104,0
4813,0.0,WNW,31.0,NNW,NW,20.0,74.0,28.0,16.5,28.9,No,113,1
3728,0.0,SW,50.0,SW,E,7.0,81.0,50.0,24.8,35.4,No,25,0
4825,0.0,SW,33.0,SW,SSW,13.0,60.0,39.0,14.1,19.2,No,126,0
6116,38.8,WNW,20.0,NNW,SSW,6.0,96.0,94.0,11.0,12.3,Yes,177,1
2712,0.0,WNW,30.0,ESE,W,19.0,100.0,50.0,4.0,13.0,No,238,0
6543,0.0,SSW,24.0,ESE,SSW,7.0,65.0,46.0,10.5,15.1,No,240,0
2285,0.2,ENE,11.0,N,E,6.0,100.0,69.0,4.6,13.9,No,176,0
2938,0.0,WNW,31.0,,W,19.0,76.0,33.0,15.2,23.9,No,103,0
239,2.4,WNW,24.0,NW,WSW,9.0,98.0,81.0,9.3,12.1,Yes,209,0
6047,0.0,ESE,26.0,SSE,SSE,9.0,46.0,25.0,18.9,24.7,No,108,0
1922,8.6,WNW,67.0,NNW,WNW,35.0,95.0,70.0,5.8,11.7,Yes,174,1
2129,8.4,SE,35.0,SSE,ESE,11.0,75.0,49.0,20.7,26.8,Yes,20,0
2652,0.2,WNW,28.0,,WSW,20.0,100.0,68.0,2.5,9.9,No,178,0
1347,0.2,NW,19.0,SE,SSE,7.0,90.0,51.0,11.5,19.0,No,265,0
1108,0.0,NNE,39.0,SE,E,9.0,50.0,29.0,24.7,33.6,No,26,0
6286,0.0,SW,54.0,E,W,6.0,42.0,9.0,27.2,36.9,No,348,0
4513,14.4,SSW,35.0,WSW,WSW,7.0,91.0,85.0,10.4,13.1,Yes,174,1
2431,0.0,W,44.0,SE,WNW,13.0,47.0,25.0,24.2,36.4,No,322,0
1222,0.0,N,17.0,,N,9.0,100.0,50.0,6.1,15.9,No,140,0
6713,0.0,E,43.0,E,E,22.0,61.0,46.0,21.5,28.3,No,45,1
6142,2.4,WSW,33.0,WSW,SW,20.0,74.0,49.0,9.2,12.6,Yes,203,0
1836,0.0,WNW,19.0,SE,W,11.0,81.0,60.0,17.7,24.1,No,87,0
576,0.4,ESE,13.0,,NE,6.0,99.0,50.0,4.1,14.6,No,188,0
6097,0.0,WSW,31.0,WSW,WSW,22.0,78.0,55.0,11.5,14.0,No,158,0
4917,0.0,SSW,31.0,SW,S,20.0,64.0,66.0,9.6,12.3,No,223,1
1911,3.6,ENE,20.0,,E,9.0,100.0,100.0,10.3,12.2,Yes,163,1
2663,0.2,S,17.0,S,E,2.0,96.0,94.0,9.2,11.5,No,189,1
4750,0.0,NW,19.0,NNE,W,6.0,93.0,93.0,21.4,21.8,No,49,1
5555,0.0,WSW,31.0,E,S,13.0,69.0,37.0,15.5,23.4,No,140,0
5724,0.0,WSW,59.0,WSW,W,31.0,19.0,20.0,23.5,24.4,No,309,0
1708,0.0,WSW,31.0,NNE,NW,11.0,63.0,50.0,19.5,25.0,No,324,0
6333,0.0,E,43.0,ENE,ENE,9.0,45.0,29.0,26.5,33.0,No,30,0
6693,0.0,WNW,39.0,N,W,22.0,21.0,14.0,35.7,43.2,No,25,0
5116,8.4,SSW,26.0,SSW,ESE,9.0,68.0,64.0,18.9,22.2,Yes,60,0
1310,0.6,NW,33.0,,NW,17.0,88.0,63.0,9.0,13.2,No,228,1
6390,0.0,SW,50.0,NW,N,7.0,51.0,33.0,25.4,29.9,No,87,1
853,0.4,WSW,24.0,SSW,NE,4.0,94.0,89.0,4.1,8.6,No,131,1
4379,0.0,SE,26.0,NE,ESE,13.0,75.0,79.0,21.4,21.6,No,12,1
2008,0.0,W,35.0,W,W,22.0,76.0,52.0,8.5,13.6,No,260,0
299,0.0,W,43.0,W,W,24.0,79.0,56.0,9.2,16.8,No,270,0
5643,0.0,NE,17.0,NE,N,7.0,100.0,43.0,10.9,22.3,No,228,0
6095,0.0,NE,28.0,NNE,WSW,9.0,72.0,92.0,11.5,11.9,No,156,1
4942,1.4,SE,31.0,SW,SE,19.0,73.0,59.0,14.0,15.9,Yes,248,1
2757,6.6,WNW,43.0,NNW,NW,20.0,89.0,75.0,9.9,14.0,Yes,283,0
2471,0.0,SSW,31.0,NNE,W,11.0,47.0,28.0,21.3,29.8,No,362,0
269,0.0,NNW,24.0,ESE,E,11.0,87.0,51.0,7.2,17.6,No,239,1
3690,0.0,W,54.0,N,SW,41.0,73.0,70.0,17.3,18.0,No,351,0
3319,0.0,NE,35.0,W,ENE,13.0,71.0,25.0,19.2,29.0,No,313,0
5460,0.0,ENE,31.0,SW,ENE,15.0,77.0,55.0,23.7,30.3,No,45,0
5500,0.0,ESE,28.0,SW,ESE,7.0,83.0,45.0,19.0,28.5,No,85,0
3598,0.0,W,52.0,NW,WSW,28.0,56.0,30.0,14.1,18.6,No,258,0
6358,0.0,ENE,37.0,E,ENE,13.0,64.0,34.0,22.5,32.5,No,55,0
3308,0.0,ENE,35.0,SSW,NE,13.0,76.0,48.0,20.0,27.3,No,302,0
